timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-09-11 00:00:00,0.0,18.7,0.0,0.0
2026-09-11 01:00:00,0.0,18.2,0.0,0.0
2026-09-11 02:00:00,0.0,17.7,0.0,0.0
2026-09-11 03:00:00,0.0,16.5,0.0,0.0
2026-09-11 04:00:00,0.0,15.3,0.0,0.0
2026-09-11 05:00:00,0.0,14.7,0.0,0.0
2026-09-11 06:00:00,0.0,14.2,0.0,3.03
2026-09-11 07:00:00,16.0,14.0,0.0,67.85
2026-09-11 08:00:00,167.0,16.5,0.0,182.01
2026-09-11 09:00:00,377.0,19.2,0.0,199.91
2026-09-11 10:00:00,574.0,22.4,0.0,199.91
2026-09-11 11:00:00,734.0,25.4,0.0,199.91
2026-09-11 12:00:00,842.0,27.4,0.0,199.91
2026-09-11 13:00:00,888.0,28.6,0.0,199.91
2026-09-11 14:00:00,867.0,29.1,0.0,199.91
2026-09-11 15:00:00,784.0,29.6,0.0,199.98
2026-09-11 16:00:00,643.0,29.3,0.0,193.03
2026-09-11 17:00:00,458.0,28.8,0.0,110.57
2026-09-11 18:00:00,250.0,27.7,0.0,14.52
2026-09-11 19:00:00,59.0,24.2,0.0,0.0
2026-09-11 20:00:00,0.0,22.3,0.0,0.0
2026-09-11 21:00:00,0.0,21.4,0.01,0.0
2026-09-11 22:00:00,0.0,21.0,0.01,0.0
2026-09-11 23:00:00,0.0,20.5,0.0,0.0
