timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-09-10 00:00:00,0.0,15.5,0.0,0.0
2026-09-10 01:00:00,0.0,14.7,0.0,0.0
2026-09-10 02:00:00,0.0,14.5,0.0,0.0
2026-09-10 03:00:00,0.0,13.6,0.0,0.0
2026-09-10 04:00:00,0.0,12.9,0.0,0.0
2026-09-10 05:00:00,0.0,12.3,0.0,0.0
2026-09-10 06:00:00,0.0,11.8,0.0,4.27
2026-09-10 07:00:00,17.0,12.1,0.0,70.66
2026-09-10 08:00:00,170.0,14.5,0.0,185.26
2026-09-10 09:00:00,382.0,17.1,0.0,199.91
2026-09-10 10:00:00,581.0,20.2,0.0,199.91
2026-09-10 11:00:00,742.0,23.1,0.0,199.8
2026-09-10 12:00:00,850.0,25.1,0.0,199.91
2026-09-10 13:00:00,897.0,26.5,0.0,199.91
2026-09-10 14:00:00,879.0,27.4,0.0,199.91
2026-09-10 15:00:00,796.0,27.8,0.0,199.91
2026-09-10 16:00:00,655.0,27.8,0.0,198.03
2026-09-10 17:00:00,469.0,27.5,0.0,118.94
2026-09-10 18:00:00,258.0,26.5,0.0,16.98
2026-09-10 19:00:00,63.0,23.1,0.0,0.0
2026-09-10 20:00:00,0.0,21.4,0.0,0.0
2026-09-10 21:00:00,0.0,20.3,0.0,0.0
2026-09-10 22:00:00,0.0,19.9,0.0,0.0
2026-09-10 23:00:00,0.0,19.5,0.0,0.0
