timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-08-07 00:00:00,0.0,22.7,0.0,0.0
2026-08-07 01:00:00,0.0,21.6,0.0,0.0
2026-08-07 02:00:00,0.0,21.1,0.0,0.0
2026-08-07 03:00:00,0.0,20.3,0.0,0.0
2026-08-07 04:00:00,0.0,19.6,0.0,0.0
2026-08-07 05:00:00,0.0,19.1,0.0,0.0
2026-08-07 06:00:00,0.0,18.2,0.0,15.51
2026-08-07 07:00:00,66.0,19.5,0.0,103.11
2026-08-07 08:00:00,250.0,21.8,0.0,183.36
2026-08-07 09:00:00,457.0,24.1,0.0,199.91
2026-08-07 10:00:00,647.0,27.1,0.0,199.98
2026-08-07 11:00:00,805.0,29.1,0.0,199.9
2026-08-07 12:00:00,914.0,30.5,0.0,199.98
2026-08-07 13:00:00,965.0,31.6,0.0,199.98
2026-08-07 14:00:00,960.0,32.2,0.0,199.98
2026-08-07 15:00:00,890.0,32.2,0.02,199.9
2026-08-07 16:00:00,744.0,31.9,0.02,198.64
2026-08-07 17:00:00,559.0,31.6,0.11,168.03
2026-08-07 18:00:00,382.0,31.2,0.05,67.64
2026-08-07 19:00:00,182.0,30.3,0.02,5.33
2026-08-07 20:00:00,30.0,28.2,0.0,0.0
2026-08-07 21:00:00,0.0,26.4,0.01,0.0
2026-08-07 22:00:00,0.0,25.6,0.0,0.0
2026-08-07 23:00:00,0.0,25.1,0.01,0.0
