timestamp,ghi_forecast,temp_c,cloud_cover,production_mwh
2026-08-13 00:00:00,0.0,23.3,0.0,0.0
2026-08-13 01:00:00,0.0,22.2,0.0,0.0
2026-08-13 02:00:00,0.0,21.4,0.0,0.0
2026-08-13 03:00:00,0.0,20.7,0.0,0.0
2026-08-13 04:00:00,0.0,19.7,0.0,0.0
2026-08-13 05:00:00,0.0,18.6,0.0,0.0
2026-08-13 06:00:00,0.0,17.6,0.0,14.24
2026-08-13 07:00:00,56.0,17.9,0.0,108.4
2026-08-13 08:00:00,239.0,19.5,0.0,195.14
2026-08-13 09:00:00,448.0,21.0,0.0,199.9
2026-08-13 10:00:00,641.0,23.0,0.0,199.9
2026-08-13 11:00:00,798.0,25.1,0.0,199.29
2026-08-13 12:00:00,909.0,27.2,0.0,199.9
2026-08-13 13:00:00,960.0,28.8,0.0,199.9
2026-08-13 14:00:00,951.0,30.1,0.0,199.9
2026-08-13 15:00:00,879.0,30.4,0.0,199.9
2026-08-13 16:00:00,748.0,30.5,0.0,198.99
2026-08-13 17:00:00,574.0,30.1,0.0,137.55
2026-08-13 18:00:00,372.0,29.5,0.0,54.83
2026-08-13 19:00:00,168.0,28.5,0.0,4.75
2026-08-13 20:00:00,20.0,26.8,0.0,0.0
2026-08-13 21:00:00,0.0,26.0,0.02,0.0
2026-08-13 22:00:00,0.0,24.9,0.01,0.0
2026-08-13 23:00:00,0.0,23.8,0.16,0.0
